segment_id,endpoint,angle_deg,side,x_input,y_input,z_input,x_mm,y_mm,z_mm,signed_r_mm,radial_r_mm,z_from_bottom_mm
0,0,120,positive,0.116563439869,-0.0702022012639,-0.0234236571037,116.563439869,-70.2022012639,-23.4236571037,43.057864736,43.057864736,7.46234291863
0,1,120,positive,0.116798343843,-0.0706090668807,-0.0241481116888,116.798343843,-70.6090668807,-24.1481116888,42.5880567893,42.5880567893,6.7378883335
1,0,120,positive,0.116563439869,-0.0702022012639,-0.0234236571037,116.563439869,-70.2022012639,-23.4236571037,43.057864736,43.057864736,7.46234291863
1,1,120,positive,0.116484037447,-0.0700646722351,-0.0231688996086,116.484037447,-70.0646722351,-23.1688996086,43.2166695796,43.2166695796,7.71710041367
2,0,120,positive,0.11637697558,-0.0698792356405,-0.0227829340015,116.37697558,-69.8792356405,-22.7829340015,43.4307933152,43.4307933152,8.10306602075
2,1,120,positive,0.116484037447,-0.0700646722351,-0.0231688996086,116.484037447,-70.0646722351,-23.1688996086,43.2166695796,43.2166695796,7.71710041367
3,0,120,positive,0.116093404741,-0.0693880765408,-0.0218378411564,116.093404741,-69.3880765408,-21.8378411564,43.997934992,43.997934992,9.04815886589
3,1,120,positive,0.11637697558,-0.0698792356405,-0.0227829340015,116.37697558,-69.8792356405,-22.7829340015,43.4307933152,43.4307933152,8.10306602075
4,0,120,positive,0.116093404741,-0.0693880765408,-0.0218378411564,116.093404741,-69.3880765408,-21.8378411564,43.997934992,43.997934992,9.04815886589
4,1,120,positive,0.116018282643,-0.0692579612505,-0.0215855465988,116.018282643,-69.2579612505,-21.5855465988,44.1481791879,44.1481791879,9.30045342352
5,0,120,positive,0.116018282643,-0.0692579612505,-0.0215855465988,116.018282643,-69.2579612505,-21.5855465988,44.1481791879,44.1481791879,9.30045342352
5,1,120,positive,0.115960582114,-0.0691580210023,-0.0213775182601,115.960582114,-69.1580210023,-21.3775182601,44.2635802462,44.2635802462,9.5084817622
6,0,120,positive,0.115960582114,-0.0691580210023,-0.0213775182601,115.960582114,-69.1580210023,-21.3775182601,44.2635802462,44.2635802462,9.5084817622
6,1,120,positive,0.115910157778,-0.0690706834905,-0.0211832830162,115.910157778,-69.0706834905,-21.1832830162,44.3644289181,44.3644289181,9.70271700607
7,0,120,positive,0.115549052005,-0.0684452299448,-0.0199060893338,115.549052005,-68.4452299448,-19.9060893338,45.0866404641,45.0866404641,10.9799106885
7,1,120,positive,0.115910157778,-0.0690706834905,-0.0211832830162,115.910157778,-69.0706834905,-21.1832830162,44.3644289181,44.3644289181,9.70271700607
8,0,120,positive,0.115384068881,-0.0681594707917,-0.0193651783284,115.384068881,-68.1594707917,-19.3651783284,45.4166067119,45.4166067119,11.5208216939
8,1,120,positive,0.115549052005,-0.0684452299448,-0.0199060893338,115.549052005,-68.4452299448,-19.9060893338,45.0866404641,45.0866404641,10.9799106885
9,0,120,positive,0.115384068881,-0.0681594707917,-0.0193651783284,115.384068881,-68.1594707917,-19.3651783284,45.4166067119,45.4166067119,11.5208216939
9,1,120,positive,0.115147336681,-0.0677494385926,-0.0185398298862,115.147336681,-67.7494385926,-18.5398298862,45.890071113,45.890071113,12.3461701361
10,0,120,positive,0.114960330439,-0.0674255342815,-0.0179993141611,114.960330439,-67.4255342815,-17.9993141611,46.2640835955,46.2640835955,12.8866858612
10,1,120,positive,0.115147336681,-0.0677494385926,-0.0185398298862,115.147336681,-67.7494385926,-18.5398298862,45.890071113,45.890071113,12.3461701361
11,0,120,positive,0.114960330439,-0.0674255342815,-0.0179993141611,114.960330439,-67.4255342815,-17.9993141611,46.2640835955,46.2640835955,12.8866858612
11,1,120,positive,0.11489367706,-0.0673100872414,-0.0178117762675,114.89367706,-67.3100872414,-17.8117762675,46.3973903548,46.3973903548,13.0742237548
12,0,120,positive,0.11489367706,-0.0673100872414,-0.0178117762675,114.89367706,-67.3100872414,-17.8117762675,46.3973903548,46.3973903548,13.0742237548
12,1,120,positive,0.114830781438,-0.0672011488295,-0.0176111321662,114.830781438,-67.2011488295,-17.6111321662,46.5231815977,46.5231815977,13.2748678561
13,0,120,positive,0.117298928896,-0.0714761056275,-0.0157538397532,117.298928896,-71.4761056275,-15.7538397532,41.5868866816,41.5868866816,15.1321602691
13,1,120,positive,0.117171124796,-0.0712547424312,-0.0155163545573,117.171124796,-71.2547424312,-15.5163545573,41.8424948834,41.8424948834,15.369645465
14,0,120,positive,0.11676321393,-0.0705482200871,-0.0145809135919,116.76321393,-70.5482200871,-14.5809135919,42.6583166146,42.6583166146,16.3050864304
14,1,120,positive,0.116664569543,-0.0703773629973,-0.0143335961078,116.664569543,-70.3773629973,-14.3335961078,42.8556053881,42.8556053881,16.5524039145
15,0,120,positive,0.11676321393,-0.0705482200871,-0.0145809135919,116.76321393,-70.5482200871,-14.5809135919,42.6583166146,42.6583166146,16.3050864304
15,1,120,positive,0.117092115206,-0.0711178938081,-0.0153500716592,117.092115206,-71.1178938081,-15.3500716592,42.0005140622,42.0005140622,15.5359283631
16,0,120,positive,0.117411969789,-0.0716718981963,-0.0159426184641,117.411969789,-71.6718981963,-15.9426184641,41.3608048968,41.3608048968,14.9433815582
16,1,120,positive,0.117451365057,-0.0717401328023,-0.016058168993,117.451365057,-71.7401328023,-16.058168993,41.2820143606,41.2820143606,14.8278310293
17,0,120,positive,0.117298928896,-0.0714761056275,-0.0157538397532,117.298928896,-71.4761056275,-15.7538397532,41.5868866816,41.5868866816,15.1321602691
17,1,120,positive,0.117411969789,-0.0716718981963,-0.0159426184641,117.411969789,-71.6718981963,-15.9426184641,41.3608048968,41.3608048968,14.9433815582
18,0,120,positive,0.117092115206,-0.0711178938081,-0.0153500716592,117.092115206,-71.1178938081,-15.3500716592,42.0005140622,42.0005140622,15.5359283631
18,1,120,positive,0.117171124796,-0.0712547424312,-0.0155163545573,117.171124796,-71.2547424312,-15.5163545573,41.8424948834,41.8424948834,15.369645465
19,0,120,positive,0.113464448378,-0.0648345905496,-0.012639423421,113.464448378,-64.8345905496,-12.639423421,49.2558477176,49.2558477176,18.2465766013
19,1,120,positive,0.113797848054,-0.0654120557274,-0.0139148687582,113.797848054,-65.4120557274,-13.9148687582,48.5890483659,48.5890483659,16.9711312641
20,0,120,positive,0.112050435536,-0.0623854484637,-0.00702062078426,112.050435536,-62.3854484637,-7.02062078426,52.0838734027,52.0838734027,23.865379238
20,1,120,positive,0.112089577326,-0.0624532440332,-0.00742772789711,112.089577326,-62.4532440332,-7.42772789711,52.0055898221,52.0055898221,23.4582721252
21,0,120,positive,0.112048694066,-0.0623824321497,-0.00698399696404,112.048694066,-62.3824321497,-6.98399696404,52.0873563421,52.0873563421,23.9020030583
21,1,120,positive,0.112050435536,-0.0623854484637,-0.00702062078426,112.050435536,-62.3854484637,-7.02062078426,52.0838734027,52.0838734027,23.865379238
22,0,120,positive,0.111444958344,-0.0613367312044,-0.00486892130692,111.444958344,-61.3367312044,-4.86892130692,53.2948277867,53.2948277867,26.0170787154
22,1,120,positive,0.111545292458,-0.0615105149878,-0.00514767628096,111.545292458,-61.5105149878,-5.14767628096,53.0941595584,53.0941595584,25.7383237413
23,0,120,positive,0.110756717297,-0.060144662744,-0.00273613757461,110.756717297,-60.144662744,-2.73613757461,54.6713098797,54.6713098797,28.1498624477
23,1,120,positive,0.110806983354,-0.0602317261086,-0.00291160625185,110.806983354,-60.2317261086,-2.91160625185,54.5707777657,54.5707777657,27.9743937704
24,0,120,positive,0.110244891295,-0.0592581541034,-0.00130672242962,110.244891295,-59.2581541034,-1.30672242962,55.6949618842,55.6949618842,29.5792775927
24,1,120,positive,0.110251381315,-0.0592693951484,-0.00132464608733,110.251381315,-59.2693951484,-1.32464608733,55.6819818435,55.6819818435,29.561353935
25,0,120,positive,0.110756717297,-0.060144662744,-0.00273613757461,110.756717297,-60.144662744,-2.73613757461,54.6713098797,54.6713098797,28.1498624477
25,1,120,positive,0.110251381315,-0.0592693951484,-0.00132464608733,110.251381315,-59.2693951484,-1.32464608733,55.6819818435,55.6819818435,29.561353935
26,0,120,positive,0.111524037132,-0.061473699684,0.00139863801619,111.524037132,-61.473699684,1.39863801619,53.1366702095,53.1366702095,32.2846380385
26,1,120,positive,0.111442671068,-0.061332769526,0.0016228462519,111.442671068,-61.332769526,1.6228462519,53.2994023389,53.2994023389,32.5088462742
27,0,120,positive,0.111542783838,-0.0615061699309,0.00130718431662,111.542783838,-61.5061699309,1.30718431662,53.099176798,53.099176798,32.1931843389
27,1,120,positive,0.111524037132,-0.061473699684,0.00139863801619,111.524037132,-61.473699684,1.39863801619,53.1366702095,53.1366702095,32.2846380385
28,0,120,positive,0.110202509227,-0.0591847462086,-0.00118365368305,110.202509227,-59.1847462086,-1.18365368305,55.77972602,55.77972602,29.7023463392
28,1,120,positive,0.110244891295,-0.0592581541034,-0.00130672242962,110.244891295,-59.2581541034,-1.30672242962,55.6949618842,55.6949618842,29.5792775927
29,0,120,positive,0.109397677647,-0.0577907370203,0.00132018848134,109.397677647,-57.7907370203,1.32018848134,57.3893891801,57.3893891801,32.2061885036
29,1,120,positive,0.109638706097,-0.0582082105407,0.000537721321555,109.638706097,-58.2082105407,0.537721321555,56.9073322814,56.9073322814,31.4237213438
30,0,120,positive,0.109397677647,-0.0577907370203,0.00132018848134,109.397677647,-57.7907370203,1.32018848134,57.3893891801,57.3893891801,32.2061885036
30,1,120,positive,0.109169189816,-0.0573949844871,0.00207417552074,109.169189816,-57.3949844871,2.07417552074,57.8463648433,57.8463648433,32.960175543
31,0,120,positive,0.109107082639,-0.0572874117014,0.00226267310446,109.107082639,-57.2874117014,2.26267310446,57.9705791969,57.9705791969,33.1486731267
31,1,120,positive,0.109169189816,-0.0573949844871,0.00207417552074,109.169189816,-57.3949844871,2.07417552074,57.8463648433,57.8463648433,32.960175543
32,0,120,positive,0.10903087887,-0.0571554229017,0.00247515959328,109.03087887,-57.1554229017,2.47515959328,58.1229867349,58.1229867349,33.3611596156
32,1,120,positive,0.109107082639,-0.0572874117014,0.00226267310446,109.107082639,-57.2874117014,2.26267310446,57.9705791969,57.9705791969,33.1486731267
33,0,120,positive,0.108957360731,-0.0570280857499,0.00268991322477,108.957360731,-57.0280857499,2.68991322477,58.2700230127,58.2700230127,33.5759132471
33,1,120,positive,0.10903087887,-0.0571554229017,0.00247515959328,109.03087887,-57.1554229017,2.47515959328,58.1229867349,58.1229867349,33.3611596156
34,0,120,positive,0.11660918106,-0.0702814273307,-0.0140679736916,116.60918106,-70.2814273307,-14.0679736916,42.9663823541,42.9663823541,16.8180263307
34,1,120,positive,0.116664569543,-0.0703773629973,-0.0143335961078,116.664569543,-70.3773629973,-14.3335961078,42.8556053881,42.8556053881,16.5524039145
35,0,120,positive,0.116302856034,-0.0697508568213,-0.0133496136877,116.302856034,-69.7508568213,-13.3496136877,43.5790324069,43.5790324069,17.5363863345
35,1,120,positive,0.116316579291,-0.0697746262006,-0.0133878160282,116.316579291,-69.7746262006,-13.3878160282,43.5515858918,43.5515858918,17.4981839941
36,0,120,positive,0.11660918106,-0.0702814273307,-0.0140679736916,116.60918106,-70.2814273307,-14.0679736916,42.9663823541,42.9663823541,16.8180263307
36,1,120,positive,0.116316579291,-0.0697746262006,-0.0133878160282,116.316579291,-69.7746262006,-13.3878160282,43.5515858918,43.5515858918,17.4981839941
37,0,120,positive,0.116295369635,-0.069737889998,-0.0133397632351,116.295369635,-69.737889998,-13.3397632351,43.5940052047,43.5940052047,17.5462367872
37,1,120,positive,0.116042784297,-0.0693003993593,-0.0126735986775,116.042784297,-69.3003993593,-12.6735986775,44.0991758807,44.0991758807,18.2124013448
38,0,120,positive,0.116030917326,-0.0692798451631,-0.0126355216231,116.030917326,-69.2798451631,-12.6355216231,44.1229098221,44.1229098221,18.2504783992
38,1,120,positive,0.115893462621,-0.0690417666307,-0.0122742027322,115.893462621,-69.0417666307,-12.2742027322,44.3978192317,44.3978192317,18.6117972901
