segment_id,endpoint,angle_deg,side,x_input,y_input,z_input,x_mm,y_mm,z_mm,signed_r_mm,radial_r_mm,z_from_bottom_mm
0,0,270,positive,0.138092372237,-0.143261280994,-0.0133571190327,138.092372237,-143.261280994,-13.3571190327,35.7698750364,35.7698750364,17.5288809896
0,1,270,positive,0.138092372237,-0.143158188561,-0.0135230857053,138.092372237,-143.158188561,-13.5230857053,35.6667826029,35.6667826029,17.362914317
1,0,270,positive,0.138092372237,-0.143158188561,-0.0135230857053,138.092372237,-143.158188561,-13.5230857053,35.6667826029,35.6667826029,17.362914317
1,1,270,positive,0.138092372237,-0.14303792616,-0.0138317087373,138.092372237,-143.03792616,-13.8317087373,35.5465202019,35.5465202019,17.0542912849
2,0,270,positive,0.138092372237,-0.143261280994,-0.0133571190327,138.092372237,-143.261280994,-13.3571190327,35.7698750364,35.7698750364,17.5288809896
2,1,270,positive,0.138092372237,-0.143477346965,-0.0128693883776,138.092372237,-143.477346965,-12.8693883776,35.9859410075,35.9859410075,18.0166116447
3,0,270,positive,0.138092372237,-0.143477346965,-0.0128693883776,138.092372237,-143.477346965,-12.8693883776,35.9859410075,35.9859410075,18.0166116447
3,1,270,positive,0.138092372237,-0.14372329377,-0.0123232562422,138.092372237,-143.72329377,-12.3232562422,36.2318878124,36.2318878124,18.5627437801
4,0,270,positive,0.138092372237,-0.142826267689,-0.0142620147272,138.092372237,-142.826267689,-14.2620147272,35.3348617309,35.3348617309,16.6239852951
4,1,270,positive,0.138092372237,-0.14303792616,-0.0138317087373,138.092372237,-143.03792616,-13.8317087373,35.5465202019,35.5465202019,17.0542912849
5,0,270,positive,0.138092372237,-0.142826267689,-0.0142620147272,138.092372237,-142.826267689,-14.2620147272,35.3348617309,35.3348617309,16.6239852951
5,1,270,positive,0.138092372237,-0.142581139929,-0.0147362962031,138.092372237,-142.581139929,-14.7362962031,35.0897339712,35.0897339712,16.1497038192
6,0,270,positive,0.138092372237,-0.143954346847,-0.0119959647566,138.092372237,-143.954346847,-11.9959647566,36.4629408892,36.4629408892,18.8900352657
6,1,270,positive,0.138092372237,-0.14372329377,-0.0123232562422,138.092372237,-143.72329377,-12.3232562422,36.2318878124,36.2318878124,18.5627437801
7,0,270,positive,0.138092372237,-0.144206504118,-0.0117379045017,138.092372237,-144.206504118,-11.7379045017,36.7150981602,36.7150981602,19.1480955206
7,1,270,positive,0.138092372237,-0.143954346847,-0.0119959647566,138.092372237,-143.954346847,-11.9959647566,36.4629408892,36.4629408892,18.8900352657
8,0,270,positive,0.138092372237,-0.147723574831,-0.0135273325711,138.092372237,-147.723574831,-13.5273325711,40.2321688727,40.2321688727,17.3586674512
8,1,270,positive,0.138092372237,-0.147713905181,-0.0134794089367,138.092372237,-147.713905181,-13.4794089367,40.2224992226,40.2224992226,17.4065910856
9,0,270,positive,0.138092372237,-0.147665786319,-0.0143383867585,138.092372237,-147.665786319,-14.3383867585,40.1743803613,40.1743803613,16.5476132638
9,1,270,positive,0.138092372237,-0.147723003695,-0.014182653604,138.092372237,-147.723003695,-14.182653604,40.2315977366,40.2315977366,16.7033464183
10,0,270,positive,0.138092372237,-0.147780097466,-0.0140447461312,138.092372237,-147.780097466,-14.0447461312,40.2886915078,40.2886915078,16.8412538911
10,1,270,positive,0.138092372237,-0.147723003695,-0.014182653604,138.092372237,-147.723003695,-14.182653604,40.2315977366,40.2315977366,16.7033464183
11,0,270,positive,0.138092372237,-0.147780097466,-0.0140447461312,138.092372237,-147.780097466,-14.0447461312,40.2886915078,40.2886915078,16.8412538911
11,1,270,positive,0.138092372237,-0.147782677516,-0.0137901372361,138.092372237,-147.782677516,-13.7901372361,40.2912715584,40.2912715584,17.0958627862
12,0,270,positive,0.138092372237,-0.147723574831,-0.0135273325711,138.092372237,-147.723574831,-13.5273325711,40.2321688727,40.2321688727,17.3586674512
12,1,270,positive,0.138092372237,-0.147782677516,-0.0137901372361,138.092372237,-147.782677516,-13.7901372361,40.2912715584,40.2912715584,17.0958627862
13,0,270,positive,0.138092372237,-0.147504957346,-0.0130549440448,138.092372237,-147.504957346,-13.0549440448,40.0135513878,40.0135513878,17.8310559775
13,1,270,positive,0.138092372237,-0.147713905181,-0.0134794089367,138.092372237,-147.713905181,-13.4794089367,40.2224992226,40.2224992226,17.4065910856
14,0,270,positive,0.138092372237,-0.147440239062,-0.0128136571347,138.092372237,-147.440239062,-12.8136571347,39.9488331042,39.9488331042,18.0723428876
14,1,270,positive,0.138092372237,-0.147504957346,-0.0130549440448,138.092372237,-147.504957346,-13.0549440448,40.0135513878,40.0135513878,17.8310559775
15,0,270,positive,0.138092372237,-0.147440239062,-0.0128136571347,138.092372237,-147.440239062,-12.8136571347,39.9488331042,39.9488331042,18.0723428876
15,1,270,positive,0.138092372237,-0.14745245616,-0.0126702312592,138.092372237,-147.45245616,-12.6702312592,39.9610502021,39.9610502021,18.215768763
16,0,270,positive,0.138092372237,-0.14745245616,-0.0126702312592,138.092372237,-147.45245616,-12.6702312592,39.9610502021,39.9610502021,18.215768763
16,1,270,positive,0.138092372237,-0.147462276646,-0.0126064677281,138.092372237,-147.462276646,-12.6064677281,39.9708706881,39.9708706881,18.2795322942
17,0,270,positive,0.138092372237,-0.147997704816,-0.0121976679097,138.092372237,-147.997704816,-12.1976679097,40.5062988575,40.5062988575,18.6883321126
17,1,270,positive,0.138092372237,-0.148214162479,-0.0121119203696,138.092372237,-148.214162479,-12.1119203696,40.7227565208,40.7227565208,18.7740796526
18,0,270,positive,0.138092372237,-0.147997704816,-0.0121976679097,138.092372237,-147.997704816,-12.1976679097,40.5062988575,40.5062988575,18.6883321126
18,1,270,positive,0.138092372237,-0.147595098378,-0.0124180618452,138.092372237,-147.595098378,-12.4180618452,40.1036924197,40.1036924197,18.4679381771
19,0,270,positive,0.138092372237,-0.147543932935,-0.0124544334353,138.092372237,-147.543932935,-12.4544334353,40.0525269773,40.0525269773,18.431566587
19,1,270,positive,0.138092372237,-0.147595098378,-0.0124180618452,138.092372237,-147.595098378,-12.4180618452,40.1036924197,40.1036924197,18.4679381771
20,0,270,positive,0.138092372237,-0.148214162479,-0.0121119203696,138.092372237,-148.214162479,-12.1119203696,40.7227565208,40.7227565208,18.7740796526
20,1,270,positive,0.138092372237,-0.148411588537,-0.0120100969755,138.092372237,-148.411588537,-12.0100969755,40.9201825788,40.9201825788,18.8759030468
21,0,270,positive,0.138092372237,-0.147665786319,-0.0143383867585,138.092372237,-147.665786319,-14.3383867585,40.1743803613,40.1743803613,16.5476132638
21,1,270,positive,0.138092372237,-0.147405900994,-0.0148062595451,138.092372237,-147.405900994,-14.8062595451,39.9144950361,39.9144950361,16.0797404772
22,0,270,positive,0.138092372237,-0.147543932935,-0.0124544334353,138.092372237,-147.543932935,-12.4544334353,40.0525269773,40.0525269773,18.431566587
22,1,270,positive,0.138092372237,-0.147462276646,-0.0126064677281,138.092372237,-147.462276646,-12.6064677281,39.9708706881,39.9708706881,18.2795322942
23,0,270,positive,0.138092372237,-0.145628375632,-0.0103412195538,138.092372237,-145.628375632,-10.3412195538,38.1369696744,38.1369696744,20.5447804685
23,1,270,positive,0.138092372237,-0.145415314619,-0.0105072344037,138.092372237,-145.415314619,-10.5072344037,37.9239086615,37.9239086615,20.3787656186
24,0,270,positive,0.138092372237,-0.145849483365,-0.0099028520435,138.092372237,-145.849483365,-9.9028520435,38.3580774065,38.3580774065,20.9831479788
24,1,270,positive,0.138092372237,-0.1457146994,-0.0102375274235,138.092372237,-145.7146994,-10.2375274235,38.223293442,38.223293442,20.6484725988
25,0,270,positive,0.138092372237,-0.145628375632,-0.0103412195538,138.092372237,-145.628375632,-10.3412195538,38.1369696744,38.1369696744,20.5447804685
25,1,270,positive,0.138092372237,-0.1457146994,-0.0102375274235,138.092372237,-145.7146994,-10.2375274235,38.223293442,38.223293442,20.6484725988
26,0,270,positive,0.138092372237,-0.145415314619,-0.0105072344037,138.092372237,-145.415314619,-10.5072344037,37.9239086615,37.9239086615,20.3787656186
26,1,270,positive,0.138092372237,-0.144534865901,-0.0112817267064,138.092372237,-144.534865901,-11.2817267064,37.043459943,37.043459943,19.6042733159
27,0,270,positive,0.138092372237,-0.144484332314,-0.0113328486645,138.092372237,-144.484332314,-11.3328486645,36.992926356,36.992926356,19.5531513578
27,1,270,positive,0.138092372237,-0.144534865901,-0.0112817267064,138.092372237,-144.534865901,-11.2817267064,37.043459943,37.043459943,19.6042733159
28,0,270,positive,0.138092372237,-0.148876927893,-0.011738591995,138.092372237,-148.876927893,-11.738591995,41.3855219349,41.3855219349,19.1474080273
28,1,270,positive,0.138092372237,-0.149319489846,-0.0113661890669,138.092372237,-149.319489846,-11.3661890669,41.8280838882,41.8280838882,19.5198109554
29,0,270,positive,0.138092372237,-0.149777039772,-0.0109489367683,138.092372237,-149.777039772,-10.9489367683,42.2856338145,42.2856338145,19.937063254
29,1,270,positive,0.138092372237,-0.149837771516,-0.0109011257067,138.092372237,-149.837771516,-10.9011257067,42.3463655583,42.3463655583,19.9848743156
30,0,270,positive,0.138092372237,-0.149777039772,-0.0109489367683,138.092372237,-149.777039772,-10.9489367683,42.2856338145,42.2856338145,19.937063254
30,1,270,positive,0.138092372237,-0.149319489846,-0.0113661890669,138.092372237,-149.319489846,-11.3661890669,41.8280838882,41.8280838882,19.5198109554
