segment_id,endpoint,angle_deg,side,x_input,y_input,z_input,x_mm,y_mm,z_mm,signed_r_mm,radial_r_mm,z_from_bottom_mm
0,0,150,positive,0.094791248189,-0.0824914903325,-0.00814288269538,94.791248189,-82.4914903325,-8.14288269538,49.9998312509,49.9998312509,22.7431173269
0,1,150,positive,0.094952516408,-0.0825845985822,-0.00857269281416,94.952516408,-82.5845985822,-8.57269281416,49.8136147515,49.8136147515,22.3133072081
1,0,150,positive,0.094411925325,-0.0822724881749,-0.00721319410287,94.411925325,-82.2724881749,-7.21319410287,50.4378355662,50.4378355662,23.6728059194
1,1,150,positive,0.0945304926182,-0.0823409430335,-0.0074552661777,94.5304926182,-82.3409430335,-7.4552661777,50.3009258489,50.3009258489,23.4307338446
2,0,150,positive,0.0942936866853,-0.0822042230644,-0.00706132249417,94.2936866853,-82.2042230644,-7.06132249417,50.5743657871,50.5743657871,23.8246775281
2,1,150,positive,0.094411925325,-0.0822724881749,-0.00721319410287,94.411925325,-82.2724881749,-7.21319410287,50.4378355662,50.4378355662,23.6728059194
3,0,150,positive,0.0946988477508,-0.0824381429147,-0.00776755312206,94.6988477508,-82.4381429147,-7.76755312206,50.1065260866,50.1065260866,23.1184469002
3,1,150,positive,0.094791248189,-0.0824914903325,-0.00814288269538,94.791248189,-82.4914903325,-8.14288269538,49.9998312509,49.9998312509,22.7431173269
4,0,150,positive,0.0962826289164,-0.083352539397,-0.00227939886843,96.2826289164,-83.352539397,-2.27939886843,48.277733122,48.277733122,28.6066011539
4,1,150,positive,0.0961553725153,-0.0832790678796,-0.00204093926609,96.1553725153,-83.2790678796,-2.04093926609,48.4246761569,48.4246761569,28.8450607562
5,0,150,positive,0.0955402187161,-0.082923908668,-0.000856786718675,95.5402187161,-82.923908668,-0.856786718675,49.13499458,49.13499458,30.0292133036
5,1,150,positive,0.0951128713759,-0.0826771795661,-0.000112115614926,95.1128713759,-82.6771795661,-0.112115614926,49.6284527838,49.6284527838,30.7738844074
6,0,150,positive,0.0951128713759,-0.0826771795661,-0.000112115614926,95.1128713759,-82.6771795661,-0.112115614926,49.6284527838,49.6284527838,30.7738844074
6,1,150,positive,0.0950747793805,-0.0826551871422,-4.65320558344e-05,95.0747793805,-82.6551871422,-0.0465320558344,49.6724376315,49.6724376315,30.8394679665
7,0,150,positive,0.0950747793805,-0.0826551871422,-4.65320558344e-05,95.0747793805,-82.6551871422,-0.0465320558344,49.6724376315,49.6724376315,30.8394679665
7,1,150,positive,0.0950378812084,-0.0826338839727,2.56129677222e-05,95.0378812084,-82.6338839727,0.0256129677222,49.7150439706,49.7150439706,30.91161299
8,0,150,positive,0.0950378812084,-0.0826338839727,2.56129677222e-05,95.0378812084,-82.6338839727,0.0256129677222,49.7150439706,49.7150439706,30.91161299
8,1,150,positive,0.0949345615193,-0.0825742323224,0.000151066067556,94.9345615193,-82.5742323224,0.151066067556,49.8343472712,49.8343472712,31.0370660898
9,0,150,positive,0.0944308578323,-0.0822834188631,0.00104099437027,94.4308578323,-82.2834188631,1.04099437027,50.4159741898,50.4159741898,31.9269943926
9,1,150,positive,0.0940349915354,-0.08205486535,0.00190293278075,94.0349915354,-82.05486535,1.90293278075,50.873081216,50.873081216,32.788932803
10,0,150,positive,0.0939879765621,-0.0820277212425,0.00198091928801,93.9879765621,-82.0277212425,1.98091928801,50.927369431,50.927369431,32.8669193103
10,1,150,positive,0.0940349915354,-0.08205486535,0.00190293278075,94.0349915354,-82.05486535,1.90293278075,50.873081216,50.873081216,32.788932803
11,0,150,positive,0.0925552395133,-0.0812005301217,-0.00352568491504,92.5552395133,-81.2005301217,-3.52568491504,52.5817516726,52.5817516726,27.3603151072
11,1,150,positive,0.0931644316897,-0.0815522473888,-0.00481693801227,93.1644316897,-81.5522473888,-4.81693801227,51.8783171384,51.8783171384,26.06906201
12,0,150,positive,0.0933164592527,-0.0816400205432,-0.00517430937166,93.3164592527,-81.6400205432,-5.17430937166,51.7027708296,51.7027708296,25.7116906506
12,1,150,positive,0.0931644316897,-0.0815522473888,-0.00481693801227,93.1644316897,-81.5522473888,-4.81693801227,51.8783171384,51.8783171384,26.06906201
13,0,150,positive,0.0915663236862,-0.0806295793027,-0.00152365838526,91.5663236862,-80.6295793027,-1.52365838526,53.7236533106,53.7236533106,29.362341637
13,1,150,positive,0.0916502409945,-0.0806780289832,-0.00168738329634,91.6502409945,-80.6780289832,-1.68738329634,53.6267539495,53.6267539495,29.198616726
14,0,150,positive,0.0925552395133,-0.0812005301217,-0.00352568491504,92.5552395133,-81.2005301217,-3.52568491504,52.5817516726,52.5817516726,27.3603151072
14,1,150,positive,0.0916502409945,-0.0806780289832,-0.00168738329634,91.6502409945,-80.6780289832,-1.68738329634,53.6267539495,53.6267539495,29.198616726
15,0,150,positive,0.0915033156568,-0.0805932016,-0.00139643951098,91.5033156568,-80.5932016,-1.39643951098,53.796408716,53.796408716,29.4895605113
15,1,150,positive,0.0915663236862,-0.0806295793027,-0.00152365838526,91.5663236862,-80.6295793027,-1.52365838526,53.7236533106,53.7236533106,29.362341637
16,0,150,positive,0.0914599228283,-0.0805681487388,-0.00131359131953,91.4599228283,-80.5681487388,-1.31359131953,53.8465144384,53.8465144384,29.5724087028
16,1,150,positive,0.0915033156568,-0.0805932016,-0.00139643951098,91.5033156568,-80.5932016,-1.39643951098,53.796408716,53.796408716,29.4895605113
17,0,150,positive,0.0939879765621,-0.0820277212425,0.00198091928801,93.9879765621,-82.0277212425,1.98091928801,50.927369431,50.927369431,32.8669193103
17,1,150,positive,0.0937455093108,-0.0818877327097,0.00248283654449,93.7455093108,-81.8877327097,2.48283654449,51.2073464966,51.2073464966,33.3688365668
18,0,150,positive,0.0937455093108,-0.0818877327097,0.00248283654449,93.7455093108,-81.8877327097,2.48283654449,51.2073464966,51.2073464966,33.3688365668
18,1,150,positive,0.093376520679,-0.0816746970238,0.0030343895576,93.376520679,-81.6746970238,3.0343895576,51.6334178684,51.6334178684,33.9203895799
19,0,150,positive,0.0930662896576,-0.0814955850601,0.00352187569579,93.0662896576,-81.4955850601,3.52187569579,51.9916417958,51.9916417958,34.4078757181
19,1,150,positive,0.093376520679,-0.0816746970238,0.0030343895576,93.376520679,-81.6746970238,3.0343895576,51.6334178684,51.6334178684,33.9203895799
20,0,150,positive,0.092406811189,-0.0811148349887,0.004853786993,92.406811189,-81.1148349887,4.853786993,52.7531419385,52.7531419385,35.7397870153
20,1,150,positive,0.0923665792626,-0.0810916070752,0.00495996894653,92.3665792626,-81.0916070752,4.95996894653,52.7995977656,52.7995977656,35.8459689688
21,0,150,positive,0.0930662896576,-0.0814955850601,0.00352187569579,93.0662896576,-81.4955850601,3.52187569579,51.9916417958,51.9916417958,34.4078757181
21,1,150,positive,0.092764900086,-0.0813215777098,0.00404197953591,92.764900086,-81.3215777098,4.04197953591,52.3396564964,52.3396564964,34.9279795582
22,0,150,positive,0.092406811189,-0.0811148349887,0.004853786993,92.406811189,-81.1148349887,4.853786993,52.7531419385,52.7531419385,35.7397870153
22,1,150,positive,0.092764900086,-0.0813215777098,0.00404197953591,92.764900086,-81.3215777098,4.04197953591,52.3396564964,52.3396564964,34.9279795582
23,0,150,positive,0.0900794361133,-0.0797711243622,0.00166654375212,90.0794361133,-79.7711243622,1.66654375212,55.4405631915,55.4405631915,32.5525437744
23,1,150,positive,0.0900989402724,-0.0797823850938,0.00161539121171,90.0989402724,-79.7823850938,1.61539121171,55.4180417285,55.4180417285,32.501391234
24,0,150,positive,0.0900440477246,-0.0797506928665,0.0017283304888,90.0440477246,-79.7506928665,1.7283304888,55.4814261829,55.4814261829,32.6143305111
24,1,150,positive,0.0900794361133,-0.0797711243622,0.00166654375212,90.0794361133,-79.7711243622,1.66654375212,55.4405631915,55.4405631915,32.5525437744
25,0,150,positive,0.0902457749611,-0.0798671601408,0.00112039065617,90.2457749611,-79.8671601408,1.12039065617,55.2484916343,55.2484916343,32.0063906785
25,1,150,positive,0.0903402419265,-0.0799217006687,0.000875253433467,90.3402419265,-79.9217006687,0.875253433467,55.1394105785,55.1394105785,31.7612534558
26,0,150,positive,0.0902457749611,-0.0798671601408,0.00112039065617,90.2457749611,-79.8671601408,1.12039065617,55.2484916343,55.2484916343,32.0063906785
26,1,150,positive,0.0900989402724,-0.0797823850938,0.00161539121171,90.0989402724,-79.7823850938,1.61539121171,55.4180417285,55.4180417285,32.501391234
27,0,150,positive,0.0898285932778,-0.0796263001836,0.00208858081069,89.8285932778,-79.6263001836,2.08858081069,55.7302115487,55.7302115487,32.974580833
27,1,150,positive,0.0900440477246,-0.0797506928665,0.0017283304888,90.0440477246,-79.7506928665,1.7283304888,55.4814261829,55.4814261829,32.6143305111
